domain,split,series,kind,mean_final_steps,mean_final_reward,expansion_count
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.443835616,0.5019178082,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.446575342,0.502283105,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.449315068,0.5024885845,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.452054795,0.5028310502,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.454794521,0.5030365297,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.457534247,0.5032876712,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.460273973,0.5035844749,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.463013699,0.5037442922,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.465753425,0.5041324201,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.468493151,0.5043150685,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.471232877,0.5046575342,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.473972603,0.5048630137,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.476712329,0.5050456621,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.479452055,0.5054109589,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.482191781,0.5055707763,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.484931507,0.5059589041,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.487671233,0.5060958904,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.490410959,0.5063242009,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.493150685,0.5066438356,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.495890411,0.5068721461,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.498630137,0.5070547945,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.501369863,0.5073287671,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.504109589,0.5075570776,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.506849315,0.5077853881,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.509589041,0.5080136986,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.512328767,0.5082420091,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.515068493,0.5084703196,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.517808219,0.5086986301,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.520547945,0.5089269406,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.523287671,0.5091552511,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.526027397,0.5093835616,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.528767123,0.5096118721,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.531506849,0.5098401826,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.534246575,0.5100228311,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.536986301,0.5102968037,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.539726027,0.5105251142,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.542465753,0.5107077626,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.545205479,0.5109360731,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.547945205,0.5112100457,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.550684932,0.5113926941,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.553424658,0.5116210046,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.556164384,0.5117579909,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.55890411,0.5119406393,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.561643836,0.5123059361,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.567123288,0.5125342466,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.569863014,0.5128538813,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.57260274,0.5129908676,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.575342466,0.5132191781,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.578082192,0.5134018265,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.580821918,0.5135388128,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.583561644,0.5137671233,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.58630137,0.5139497717,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.589041096,0.5141324201,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.591780822,0.5143150685,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.594520548,0.5144977169,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.597260274,0.5146803653,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.6,0.5148630137,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.602739726,0.515,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.605479452,0.5152283105,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.608219178,0.5154109589,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.610958904,0.5155479452,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.61369863,0.5157762557,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.616438356,0.515913242,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.619178082,0.5160958904,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.621917808,0.5163242009,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.624657534,0.5164611872,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.62739726,0.5165981735,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.630136986,0.5167808219,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.632876712,0.5170091324,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.635616438,0.5171461187,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.638356164,0.517283105,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.64109589,0.5175114155,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.643835616,0.5176940639,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.646575342,0.5178310502,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.649315068,0.5180593607,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.652054795,0.518196347,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.654794521,0.5183789954,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.657534247,0.5185159817,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.660273973,0.5187442922,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.663013699,0.5188812785,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.665753425,0.5190639269,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.668493151,0.5192009132,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.671232877,0.5194292237,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.673972603,0.51956621,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.676712329,0.5197488584,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.679452055,0.5198858447,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.682191781,0.5201141553,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.684931507,0.5202511416,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.687671233,0.52043379,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.690410959,0.5205707763,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.693150685,0.5207990868,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.695890411,0.5209360731,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.698630137,0.5211187215,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.701369863,0.5212557078,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.704109589,0.5214840183,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.706849315,0.5216210046,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.709589041,0.521803653,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.712328767,0.5219406393,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.715068493,0.5221689498,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.717808219,0.5223059361,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.720547945,0.5224429224,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.723287671,0.5226255708,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.726027397,0.5228538813,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.728767123,0.5229908676,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.731506849,0.5230821918,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.734246575,0.5232191781,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.736986301,0.5235388128,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.742465753,0.5237671233,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.745205479,0.5239041096,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.747945205,0.524086758,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.750684932,0.5242237443,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.753424658,0.5244520548,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.75890411,0.5247716895,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.761643836,0.5249086758,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.764383562,0.525,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.767123288,0.5251369863,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.769863014,0.5253652968,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.77260274,0.525456621,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.775342466,0.5256849315,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.778082192,0.5258219178,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.780821918,0.5260045662,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.783561644,0.5261415525,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.78630137,0.5262785388,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.789041096,0.526369863,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.791780822,0.5265981735,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.794520548,0.5267351598,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.797260274,0.5269178082,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.8,0.5270547945,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.802739726,0.5271917808,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.805479452,0.5273744292,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.808219178,0.5275114155,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.810958904,0.5276484018,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.81369863,0.5278310502,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.816438356,0.5279680365,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.819178082,0.5280593607,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.821917808,0.5282876712,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.824657534,0.5284246575,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.82739726,0.5285616438,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.830136986,0.5287442922,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.832876712,0.5288812785,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.835616438,0.5289726027,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.838356164,0.5292009132,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.84109589,0.5292922374,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.843835616,0.5294292237,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.846575342,0.5296575342,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.849315068,0.5297945205,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.852054795,0.5298858447,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.854794521,0.5301141553,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.857534247,0.5302054795,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.860273973,0.5303424658,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.863013699,0.5304794521,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.865753425,0.5306621005,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.868493151,0.5307990868,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.871232877,0.5310273973,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.876712329,0.5311643836,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.879452055,0.531347032,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.882191781,0.5315753425,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.884931507,0.5317123288,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.887671233,0.5318493151,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.890410959,0.5319406393,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.893150685,0.5320319635,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.895890411,0.532260274,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.898630137,0.5323972603,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.901369863,0.5325342466,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.904109589,0.5326712329,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.906849315,0.5327625571,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.909589041,0.5329452055,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.912328767,0.5330821918,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.915068493,0.5332191781,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.917808219,0.5333561644,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.920547945,0.5334931507,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.923287671,0.533630137,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.926027397,0.5337671233,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.928767123,0.5339041096,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.931506849,0.5340410959,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.934246575,0.5341780822,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.936986301,0.5343150685,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.939726027,0.5344520548,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.942465753,0.5345890411,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.945205479,0.5347260274,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.947945205,0.5348630137,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.950684932,0.535,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.953424658,0.5351369863,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.956164384,0.5352739726,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.95890411,0.5354109589,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.961643836,0.5355479452,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.964383562,0.5356392694,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.967123288,0.5358219178,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.969863014,0.5359589041,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.97260274,0.5360958904,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.975342466,0.5362328767,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.978082192,0.5363242009,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.980821918,0.5364611872,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.983561644,0.5366438356,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.98630137,0.5367808219,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.989041096,0.5369178082,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.991780822,0.5370091324,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.994520548,0.5371461187,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,8.997260274,0.5371917808,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9,0.5374657534,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.002739726,0.5375570776,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.005479452,0.5376940639,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.008219178,0.5378310502,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.01369863,0.5380136986,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.016438356,0.5381506849,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.019178082,0.5383789954,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.024657534,0.5385159817,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.02739726,0.5386073059,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.030136986,0.5387442922,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.032876712,0.5389269406,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.035616438,0.5390639269,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.04109589,0.5392922374,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.046575342,0.5394292237,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.049315068,0.5396118721,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.052054795,0.5396575342,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.054794521,0.5398401826,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.057534247,0.5399771689,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.060273973,0.5400684932,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.063013699,0.5402054795,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.065753425,0.5402968037,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.068493151,0.54043379,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.071232877,0.5405251142,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.073972603,0.5406164384,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.076712329,0.5407534247,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.079452055,0.5409817352,-1
WebShop,test,Fixed-replay hindsight upper bound,oracle,9.084931507,0.5411187215,-1
