domain,split,series,kind,mean_final_steps,mean_final_reward,expansion_count
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.958333333,0.3183078667,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.961111111,0.319621875,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.963888889,0.3203387167,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.966666667,0.3207218889,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.969444444,0.3209021917,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.972222222,0.3221972972,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.975,0.3228433944,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.977777778,0.3232265667,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.980555556,0.3234776139,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.983333333,0.324701975,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.986111111,0.3251010444,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.988888889,0.3255991194,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.991666667,0.3259822917,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.994444444,0.326959625,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,8.997222222,0.3274577,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9,0.3278567694,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.002777778,0.3283296889,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.005555556,0.3287128611,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.008333333,0.32971535,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.011111111,0.3301882694,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.013888889,0.3305873389,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.016666667,0.3309705111,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.019444444,0.3312941833,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.022222222,0.3324459194,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.025,0.3328290917,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.027777778,0.3331686611,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.030555556,0.3335518333,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.033333333,0.3338635083,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.036111111,0.3350272417,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.038888889,0.3354104139,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.041666667,0.3357379861,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.044444444,0.3361211583,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.047222222,0.3363733056,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.05,0.3375965667,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.052777778,0.3379797389,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.055555556,0.3382477833,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.058333333,0.3386309556,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.061111111,0.3388786833,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.063888889,0.3401063639,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.066666667,0.3404895361,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.069444444,0.3407372639,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.072222222,0.3411080528,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.075,0.3413884806,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.077777778,0.3425834611,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.080555556,0.3429666333,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.083333333,0.3432470611,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.086111111,0.3435286861,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.088888889,0.3438655778,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.091666667,0.3450040944,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.094444444,0.3453872667,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.097222222,0.3457241583,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.1,0.3459644139,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.102777778,0.3462862111,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.105555556,0.3473908222,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.108333333,0.3477739944,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.111111111,0.3481447917,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.113888889,0.3484415111,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.116666667,0.3486729389,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.119444444,0.3490035639,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.122222222,0.3501483472,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.125,0.3505315194,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.127777778,0.3508621444,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.130555556,0.3511299861,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.133333333,0.3513902917,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.136111111,0.3516920389,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.138888889,0.3528657,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.141666667,0.3532488722,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.144444444,0.3535506194,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.147222222,0.3536955944,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.15,0.3540787667,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.152777778,0.3542188528,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.155555556,0.355554175,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.158333333,0.3559373472,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.161111111,0.3560774333,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.163888889,0.3563644278,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.166666667,0.3565714889,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.169444444,0.3568397667,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.172222222,0.3575355472,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.175,0.358315175,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.177777778,0.3586983472,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.180555556,0.3588384333,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.183333333,0.3591254278,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.186111111,0.3593324889,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.188888889,0.359472575,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.191666667,0.3602965472,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.194444444,0.3606797194,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.197222222,0.3610101889,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.2,0.3613933611,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.202777778,0.3615334472,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.205555556,0.3618204417,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.208333333,0.3620275028,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.211111111,0.3621675889,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.213888889,0.3629915611,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.216666667,0.3633747333,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.219444444,0.3635148194,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.222222222,0.3638018139,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.225,0.3641519528,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.227777778,0.3642920389,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.230555556,0.3645790333,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.233333333,0.3647860944,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.236111111,0.3652659222,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.238888889,0.3657501528,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.241666667,0.366133325,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.244444444,0.3662734111,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.247222222,0.3665604056,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.25,0.3667674667,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.252777778,0.3669075528,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.255555556,0.3671945472,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.258333333,0.3673346333,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.261111111,0.3680245139,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.263888889,0.3684076861,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.266666667,0.3685477722,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.269444444,0.3688347667,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.272222222,0.3690418278,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.275,0.3691819139,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.277777778,0.3694689083,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.280555556,0.3696089944,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.283333333,0.3697483056,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.286111111,0.3698151639,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.288888889,0.369942525,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.291666667,0.3705098194,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.294444444,0.3708929917,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.297222222,0.3710330778,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.3,0.3713200722,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.302777778,0.3715271333,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.305555556,0.3716672194,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.308333333,0.3719542139,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.311111111,0.3720943,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.313888889,0.3722336111,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.316666667,0.3723004694,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.319444444,0.3724278306,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.322222222,0.3724946889,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.325,0.3725659278,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.327777778,0.3726327861,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.330555556,0.3726961139,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.333333333,0.3727522583,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.336111111,0.3728143194,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.338888889,0.3728704639,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.341666667,0.3729175167,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.344444444,0.3729808444,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.347222222,0.3730357222,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.35,0.37309905,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.352777778,0.3731396694,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.355555556,0.3733465806,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.358333333,0.3734866667,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.361111111,0.3737736611,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.363888889,0.3739807222,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.366666667,0.3741208083,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.369444444,0.3744078028,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.372222222,0.3745478889,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.375,0.3746872,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.377777778,0.3747540583,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.380555556,0.3748814194,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.383333333,0.3749781056,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.386111111,0.3750449639,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.388888889,0.375172325,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.391666667,0.3752391833,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.394444444,0.3753104222,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.397222222,0.3753772806,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.4,0.3754406083,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.402777778,0.3754967528,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.405555556,0.3755588139,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.408333333,0.3756149583,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.411111111,0.3756620111,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.413888889,0.3757253389,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.416666667,0.3757802167,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.419444444,0.3758435444,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.422222222,0.3758841639,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.425,0.376091075,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.427777778,0.3762311611,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.430555556,0.3765181556,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.433333333,0.3767252167,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.436111111,0.3768653028,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.438888889,0.3771522972,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.441666667,0.3772923833,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.444444444,0.3774316944,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.447222222,0.3774985528,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.45,0.3776259139,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.452777778,0.3776927722,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.455555556,0.3777640111,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.458333333,0.3778308694,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.461111111,0.3778941972,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.463888889,0.3779503417,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.466666667,0.3780124028,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.469444444,0.3780685472,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.472222222,0.3781156,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.475,0.3781789278,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.477777778,0.3782338056,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.480555556,0.3782971333,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.483333333,0.3783377528,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.486111111,0.3783912667,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.488888889,0.3784461444,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.491666667,0.3785094722,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.494444444,0.3785500917,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.497222222,0.3785954861,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.5,0.3786588139,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.502777778,0.3786999778,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.505555556,0.3787579667,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.508333333,0.378807825,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.511111111,0.3788711528,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.513888889,0.3789117722,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.516666667,0.3789500778,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.519444444,0.3791705361,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.522222222,0.3793775972,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.525,0.3795176833,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.527777778,0.3798046778,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.530555556,0.3799447639,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.533333333,0.380084075,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.536111111,0.3801509333,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.538888889,0.3802782944,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.541666667,0.3803451528,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.544444444,0.3804163917,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.547222222,0.38048325,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.55,0.3805465778,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.552777778,0.3806027222,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.555555556,0.3806647833,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.558333333,0.3807209278,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.561111111,0.3807679806,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.563888889,0.3808313083,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.566666667,0.3808861861,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.569444444,0.3809495139,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.572222222,0.3809901333,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.575,0.3810436472,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.577777778,0.381098525,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.580555556,0.3811618528,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.583333333,0.3812024722,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.586111111,0.3812478667,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.588888889,0.3813111944,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.591666667,0.3813523583,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.594444444,0.3814103472,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.597222222,0.3814602056,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.6,0.3815235333,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.602777778,0.3815641528,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.605555556,0.3816024583,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.608333333,0.3816538222,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.611111111,0.3817140389,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.613888889,0.3817720278,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.616666667,0.3818126472,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.619444444,0.3818509528,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.622222222,0.3818992056,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.625,0.3819625333,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.627777778,0.3820031528,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.630555556,0.3820414583,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.633333333,0.3820872944,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.636111111,0.3821279139,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.638888889,0.3821662194,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.641666667,0.3822038472,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.644444444,0.3824190861,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.647222222,0.3825591722,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.65,0.3826984833,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.652777778,0.3827653417,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.655555556,0.3828927028,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.658333333,0.3829595611,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.661111111,0.3830308,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.663888889,0.3830976583,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.666666667,0.3831609861,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.669444444,0.3832171306,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.672222222,0.3832791917,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.675,0.3833353361,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.677777778,0.3833823889,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.680555556,0.3834457167,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.683333333,0.3835005944,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.686111111,0.3835639222,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.688888889,0.3836045417,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.691666667,0.3836580556,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.694444444,0.3837129333,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.697222222,0.3837762611,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.7,0.3838168806,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.702777778,0.383862275,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.705555556,0.3839256028,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.708333333,0.3839667667,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.711111111,0.3840247556,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.713888889,0.3840746139,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.716666667,0.3841379417,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.719444444,0.3841785611,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.722222222,0.3842168667,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.725,0.3842682306,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.727777778,0.3843284472,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.730555556,0.3843864361,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.733333333,0.3844270556,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.736111111,0.3844653611,-1
Paper Search,test,Fixed-replay hindsight upper bound,oracle,9.738888889,0.3845136139,-1
